StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,45,Carroll,I) (Rep,Lynn Smith,Absentee by Mail Votes,159
13,45,Carroll,I) (Rep,Lynn Smith,Advanced Voting Votes,594
13,45,Carroll,I) (Rep,Lynn Smith,Election Day Votes,567
13,45,Carroll,I) (Rep,Lynn Smith,Provisional Votes,0
13,45,Carroll,I) (Rep,Lynn Smith,TOTAL VOTES,1320
13,77,Coweta,I) (Rep,Lynn Smith,Absentee by Mail Votes,5588
13,77,Coweta,I) (Rep,Lynn Smith,Advanced Voting Votes,9717
13,77,Coweta,I) (Rep,Lynn Smith,Election Day Votes,8113
13,77,Coweta,I) (Rep,Lynn Smith,Provisional Votes,4
13,77,Coweta,I) (Rep,Lynn Smith,TOTAL VOTES,23422
