StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,117,Forsyth,Dem,Christa Olenczak,Absentee by Mail Votes,4784
13,117,Forsyth,Dem,Christa Olenczak,Advanced Voting Votes,7083
13,117,Forsyth,Dem,Christa Olenczak,Election Day Votes,753
13,117,Forsyth,Dem,Christa Olenczak,Provisional Votes,6
13,117,Forsyth,Dem,Christa Olenczak,TOTAL VOTES,12626
13,117,Forsyth,I) (Rep,Todd Jones,Absentee by Mail Votes,4613
13,117,Forsyth,I) (Rep,Todd Jones,Advanced Voting Votes,15308
13,117,Forsyth,I) (Rep,Todd Jones,Election Day Votes,1924
13,117,Forsyth,I) (Rep,Todd Jones,Provisional Votes,5
13,117,Forsyth,I) (Rep,Todd Jones,TOTAL VOTES,21850
13,121,Fulton,Dem,Christa Olenczak,Absentee by Mail Votes,701
13,121,Fulton,Dem,Christa Olenczak,Advanced Voting Votes,1280
13,121,Fulton,Dem,Christa Olenczak,Election Day Votes,70
13,121,Fulton,Dem,Christa Olenczak,Provisional Votes,10
13,121,Fulton,Dem,Christa Olenczak,TOTAL VOTES,2061
13,121,Fulton,I) (Rep,Todd Jones,Absentee by Mail Votes,378
13,121,Fulton,I) (Rep,Todd Jones,Advanced Voting Votes,1316
13,121,Fulton,I) (Rep,Todd Jones,Election Day Votes,177
13,121,Fulton,I) (Rep,Todd Jones,Provisional Votes,12
13,121,Fulton,I) (Rep,Todd Jones,TOTAL VOTES,1883
