StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,29,Bryan,I) (Rep,Jan Tankersley,Absentee by Mail Votes,512
13,29,Bryan,I) (Rep,Jan Tankersley,Advanced Voting Votes,2715
13,29,Bryan,I) (Rep,Jan Tankersley,Election Day Votes,1094
13,29,Bryan,I) (Rep,Jan Tankersley,Provisional Votes,2
13,29,Bryan,I) (Rep,Jan Tankersley,TOTAL VOTES,4323
13,31,Bulloch,I) (Rep,Jan Tankersley,Absentee by Mail Votes,2416
13,31,Bulloch,I) (Rep,Jan Tankersley,Advanced Voting Votes,7165
13,31,Bulloch,I) (Rep,Jan Tankersley,Election Day Votes,5192
13,31,Bulloch,I) (Rep,Jan Tankersley,Provisional Votes,9
13,31,Bulloch,I) (Rep,Jan Tankersley,TOTAL VOTES,14782
