StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,67,Cobb,I) (Dem,Sheila Jones,Absentee by Mail Votes,2234
13,67,Cobb,I) (Dem,Sheila Jones,Advanced Voting Votes,2933
13,67,Cobb,I) (Dem,Sheila Jones,Election Day Votes,751
13,67,Cobb,I) (Dem,Sheila Jones,Provisional Votes,0
13,67,Cobb,I) (Dem,Sheila Jones,TOTAL VOTES,5918
13,121,Fulton,I) (Dem,Sheila Jones,Absentee by Mail Votes,5031
13,121,Fulton,I) (Dem,Sheila Jones,Advanced Voting Votes,10879
13,121,Fulton,I) (Dem,Sheila Jones,Election Day Votes,2508
13,121,Fulton,I) (Dem,Sheila Jones,Provisional Votes,249
13,121,Fulton,I) (Dem,Sheila Jones,TOTAL VOTES,18667
