StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,1,Appling,I) (Rep,Steven Meeks,Absentee by Mail Votes,275
13,1,Appling,I) (Rep,Steven Meeks,Advanced Voting Votes,1043
13,1,Appling,I) (Rep,Steven Meeks,Election Day Votes,510
13,1,Appling,I) (Rep,Steven Meeks,Provisional Votes,1
13,1,Appling,I) (Rep,Steven Meeks,TOTAL VOTES,1829
13,25,Brantley,I) (Rep,Steven Meeks,Absentee by Mail Votes,738
13,25,Brantley,I) (Rep,Steven Meeks,Advanced Voting Votes,4249
13,25,Brantley,I) (Rep,Steven Meeks,Election Day Votes,1969
13,25,Brantley,I) (Rep,Steven Meeks,Provisional Votes,7
13,25,Brantley,I) (Rep,Steven Meeks,TOTAL VOTES,6963
13,229,Pierce,I) (Rep,Steven Meeks,Absentee by Mail Votes,1038
13,229,Pierce,I) (Rep,Steven Meeks,Advanced Voting Votes,5873
13,229,Pierce,I) (Rep,Steven Meeks,Election Day Votes,1270
13,229,Pierce,I) (Rep,Steven Meeks,Provisional Votes,0
13,229,Pierce,I) (Rep,Steven Meeks,TOTAL VOTES,8181
13,305,Wayne,I) (Rep,Steven Meeks,Absentee by Mail Votes,672
13,305,Wayne,I) (Rep,Steven Meeks,Advanced Voting Votes,2834
13,305,Wayne,I) (Rep,Steven Meeks,Election Day Votes,1510
13,305,Wayne,I) (Rep,Steven Meeks,Provisional Votes,4
13,305,Wayne,I) (Rep,Steven Meeks,TOTAL VOTES,5020
