StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,57,Cherokee,Dem,Caroline L. Holko,Absentee by Mail Votes,1783
13,57,Cherokee,Dem,Caroline L. Holko,Advanced Voting Votes,1666
13,57,Cherokee,Dem,Caroline L. Holko,Election Day Votes,627
13,57,Cherokee,Dem,Caroline L. Holko,Provisional Votes,0
13,57,Cherokee,Dem,Caroline L. Holko,TOTAL VOTES,4076
13,57,Cherokee,I) (Rep,John Carson,Absentee by Mail Votes,2093
13,57,Cherokee,I) (Rep,John Carson,Advanced Voting Votes,3734
13,57,Cherokee,I) (Rep,John Carson,Election Day Votes,1753
13,57,Cherokee,I) (Rep,John Carson,Provisional Votes,0
13,57,Cherokee,I) (Rep,John Carson,TOTAL VOTES,7580
13,67,Cobb,Dem,Caroline L. Holko,Absentee by Mail Votes,4774
13,67,Cobb,Dem,Caroline L. Holko,Advanced Voting Votes,3445
13,67,Cobb,Dem,Caroline L. Holko,Election Day Votes,1316
13,67,Cobb,Dem,Caroline L. Holko,Provisional Votes,4
13,67,Cobb,Dem,Caroline L. Holko,TOTAL VOTES,9539
13,67,Cobb,I) (Rep,John Carson,Absentee by Mail Votes,4371
13,67,Cobb,I) (Rep,John Carson,Advanced Voting Votes,5806
13,67,Cobb,I) (Rep,John Carson,Election Day Votes,3945
13,67,Cobb,I) (Rep,John Carson,Provisional Votes,10
13,67,Cobb,I) (Rep,John Carson,TOTAL VOTES,14132
