StateFIPS,CountyFIPS,County,Party,Candidate,Method,Votes
13,63,Clayton,I) (Dem,Kim Schofield,Absentee by Mail Votes,1290
13,63,Clayton,I) (Dem,Kim Schofield,Advanced Voting Votes,2275
13,63,Clayton,I) (Dem,Kim Schofield,Election Day Votes,1330
13,63,Clayton,I) (Dem,Kim Schofield,Provisional Votes,26
13,63,Clayton,I) (Dem,Kim Schofield,TOTAL VOTES,4921
13,121,Fulton,I) (Dem,Kim Schofield,Absentee by Mail Votes,3739
13,121,Fulton,I) (Dem,Kim Schofield,Advanced Voting Votes,8110
13,121,Fulton,I) (Dem,Kim Schofield,Election Day Votes,2259
13,121,Fulton,I) (Dem,Kim Schofield,Provisional Votes,83
13,121,Fulton,I) (Dem,Kim Schofield,TOTAL VOTES,14191
